analysis_time_ms,res_width,res_height,pixels_per_module,avg_luminance,AE_AF_status,sharpness,payload_preview
1780402926552,700,700,6.635,109.682,AE/OFF AF/OFF ,35355.903,"00000207|1780399565288|vuccxJ2y13O5McTrNTzGOwc68kYXRTX1ML9LUU5fTlSJFXnbWE1Gu3VQhaR2cFwr6fnEWjdXyRoas56SWiCrCkTKaqpQvIHbkEYRDQkI7zOHTqcMKV342vUa2tbkotGmtSIh16ZMcHg19HwS7018kCjtGwmKI5Bwbyl6RWuj2wF3H5hq8..."
1780402926585,700,700,6.690,111.625,AE/OFF AF/OFF ,39909.871,"00000207|1780399565288|vuccxJ2y13O5McTrNTzGOwc68kYXRTX1ML9LUU5fTlSJFXnbWE1Gu3VQhaR2cFwr6fnEWjdXyRoas56SWiCrCkTKaqpQvIHbkEYRDQkI7zOHTqcMKV342vUa2tbkotGmtSIh16ZMcHg19HwS7018kCjtGwmKI5Bwbyl6RWuj2wF3H5hq8..."
1780402926618,700,700,6.760,109.259,AE/OFF AF/OFF ,42526.117,"00000207|1780399565288|vuccxJ2y13O5McTrNTzGOwc68kYXRTX1ML9LUU5fTlSJFXnbWE1Gu3VQhaR2cFwr6fnEWjdXyRoas56SWiCrCkTKaqpQvIHbkEYRDQkI7zOHTqcMKV342vUa2tbkotGmtSIh16ZMcHg19HwS7018kCjtGwmKI5Bwbyl6RWuj2wF3H5hq8..."
1780402926651,700,700,6.840,107.422,AE/OFF AF/OFF ,45327.232,"00000207|1780399565288|vuccxJ2y13O5McTrNTzGOwc68kYXRTX1ML9LUU5fTlSJFXnbWE1Gu3VQhaR2cFwr6fnEWjdXyRoas56SWiCrCkTKaqpQvIHbkEYRDQkI7zOHTqcMKV342vUa2tbkotGmtSIh16ZMcHg19HwS7018kCjtGwmKI5Bwbyl6RWuj2wF3H5hq8..."
1780402926685,700,700,6.939,108.744,AE/OFF AF/OFF ,48164.704,"00000207|1780399565288|vuccxJ2y13O5McTrNTzGOwc68kYXRTX1ML9LUU5fTlSJFXnbWE1Gu3VQhaR2cFwr6fnEWjdXyRoas56SWiCrCkTKaqpQvIHbkEYRDQkI7zOHTqcMKV342vUa2tbkotGmtSIh16ZMcHg19HwS7018kCjtGwmKI5Bwbyl6RWuj2wF3H5hq8..."
1780402926720,700,700,7.037,115.834,AE/OFF AF/OFF ,52688.369,"00000208|1780399565491|TUCWQhA87bklsog69uTPb7soHCwIeBm9C7hidRVSsmcDzOJI6Pak9JZLVg7HwAkP2sabvetvw9xTohEsv0Ty3cG4qtjKhbifJKCPmB0vEO2KXWwK0kqD0jJLlP1YnHOVfSeY80RHEg88phoEuUSTUaKfPSpdwkcqsecyvVVaF2VIuOs6Y..."
1780402926750,700,700,7.121,113.253,AE/OFF AF/OFF ,56297.393,"00000208|1780399565491|TUCWQhA87bklsog69uTPb7soHCwIeBm9C7hidRVSsmcDzOJI6Pak9JZLVg7HwAkP2sabvetvw9xTohEsv0Ty3cG4qtjKhbifJKCPmB0vEO2KXWwK0kqD0jJLlP1YnHOVfSeY80RHEg88phoEuUSTUaKfPSpdwkcqsecyvVVaF2VIuOs6Y..."
1780402926785,700,700,7.205,115.911,AE/OFF AF/OFF ,58415.005,"00000208|1780399565491|TUCWQhA87bklsog69uTPb7soHCwIeBm9C7hidRVSsmcDzOJI6Pak9JZLVg7HwAkP2sabvetvw9xTohEsv0Ty3cG4qtjKhbifJKCPmB0vEO2KXWwK0kqD0jJLlP1YnHOVfSeY80RHEg88phoEuUSTUaKfPSpdwkcqsecyvVVaF2VIuOs6Y..."
1780402926819,700,700,7.289,113.396,AE/OFF AF/OFF ,63271.846,"00000208|1780399565491|TUCWQhA87bklsog69uTPb7soHCwIeBm9C7hidRVSsmcDzOJI6Pak9JZLVg7HwAkP2sabvetvw9xTohEsv0Ty3cG4qtjKhbifJKCPmB0vEO2KXWwK0kqD0jJLlP1YnHOVfSeY80RHEg88phoEuUSTUaKfPSpdwkcqsecyvVVaF2VIuOs6Y..."
1780402926851,700,700,7.347,114.020,AE/OFF AF/OFF ,65551.436,"00000208|1780399565491|TUCWQhA87bklsog69uTPb7soHCwIeBm9C7hidRVSsmcDzOJI6Pak9JZLVg7HwAkP2sabvetvw9xTohEsv0Ty3cG4qtjKhbifJKCPmB0vEO2KXWwK0kqD0jJLlP1YnHOVfSeY80RHEg88phoEuUSTUaKfPSpdwkcqsecyvVVaF2VIuOs6Y..."
1780402926885,700,700,7.402,113.592,AE/OFF AF/OFF ,67067.383,"00000208|1780399565491|TUCWQhA87bklsog69uTPb7soHCwIeBm9C7hidRVSsmcDzOJI6Pak9JZLVg7HwAkP2sabvetvw9xTohEsv0Ty3cG4qtjKhbifJKCPmB0vEO2KXWwK0kqD0jJLlP1YnHOVfSeY80RHEg88phoEuUSTUaKfPSpdwkcqsecyvVVaF2VIuOs6Y..."
1780402926920,700,700,7.216,111.402,AE/OFF AF/OFF ,52346.886,""
1780402926951,700,700,7.522,112.416,AE/OFF AF/OFF ,69039.306,"00000209|1780399565694|CjCBJUVyK2l2LF5th1bM1CpZYbcP47JxmtLHwKlXTxl3D0ZKdlA2WxxhiLfG9P76sA05pQPlEzBASn8352WP9CJOwqyxIFRZ5d9yAm8iCeh55kd0rV5OPTPMJaVwwlYNODiAnivgFlBl8edJ0DSFqGEdeCmSQjEQrsHZDakJgahafTRkx..."
1780402926984,700,700,7.563,113.799,AE/OFF AF/OFF ,69172.898,"00000209|1780399565694|CjCBJUVyK2l2LF5th1bM1CpZYbcP47JxmtLHwKlXTxl3D0ZKdlA2WxxhiLfG9P76sA05pQPlEzBASn8352WP9CJOwqyxIFRZ5d9yAm8iCeh55kd0rV5OPTPMJaVwwlYNODiAnivgFlBl8edJ0DSFqGEdeCmSQjEQrsHZDakJgahafTRkx..."
1780402927018,700,700,7.577,116.396,AE/OFF AF/OFF ,69144.367,"00000209|1780399565694|CjCBJUVyK2l2LF5th1bM1CpZYbcP47JxmtLHwKlXTxl3D0ZKdlA2WxxhiLfG9P76sA05pQPlEzBASn8352WP9CJOwqyxIFRZ5d9yAm8iCeh55kd0rV5OPTPMJaVwwlYNODiAnivgFlBl8edJ0DSFqGEdeCmSQjEQrsHZDakJgahafTRkx..."
1780402927051,700,700,7.592,116.363,AE/OFF AF/OFF ,69750.510,"00000209|1780399565694|CjCBJUVyK2l2LF5th1bM1CpZYbcP47JxmtLHwKlXTxl3D0ZKdlA2WxxhiLfG9P76sA05pQPlEzBASn8352WP9CJOwqyxIFRZ5d9yAm8iCeh55kd0rV5OPTPMJaVwwlYNODiAnivgFlBl8edJ0DSFqGEdeCmSQjEQrsHZDakJgahafTRkx..."
1780402927085,700,700,7.625,115.720,AE/OFF AF/OFF ,69885.954,"00000209|1780399565694|CjCBJUVyK2l2LF5th1bM1CpZYbcP47JxmtLHwKlXTxl3D0ZKdlA2WxxhiLfG9P76sA05pQPlEzBASn8352WP9CJOwqyxIFRZ5d9yAm8iCeh55kd0rV5OPTPMJaVwwlYNODiAnivgFlBl8edJ0DSFqGEdeCmSQjEQrsHZDakJgahafTRkx..."
1780402927122,700,700,7.643,117.484,AE/OFF AF/OFF ,69116.120,"00000210|1780399565897|unHO3U4PDz5tDDkazICOGnpgFjcke1vkru0iCLVWFHpmfF5YcoQAUGCq7oYzBhLJaTg4KagXCsex92nAa69DmIyTK9e6aMyCt21ZvQQG37AaMRC9yBC8sFFgOGjZx1mIVSIoQo3sBDy28Ts9T5PCiWFca7lwtEncrPZkQT1D9JRPiDdZA..."
1780402927154,700,700,7.672,116.265,AE/OFF AF/OFF ,69141.948,"00000210|1780399565897|unHO3U4PDz5tDDkazICOGnpgFjcke1vkru0iCLVWFHpmfF5YcoQAUGCq7oYzBhLJaTg4KagXCsex92nAa69DmIyTK9e6aMyCt21ZvQQG37AaMRC9yBC8sFFgOGjZx1mIVSIoQo3sBDy28Ts9T5PCiWFca7lwtEncrPZkQT1D9JRPiDdZA..."
1780402927184,700,700,7.722,113.986,AE/OFF AF/OFF ,68582.180,"00000210|1780399565897|unHO3U4PDz5tDDkazICOGnpgFjcke1vkru0iCLVWFHpmfF5YcoQAUGCq7oYzBhLJaTg4KagXCsex92nAa69DmIyTK9e6aMyCt21ZvQQG37AaMRC9yBC8sFFgOGjZx1mIVSIoQo3sBDy28Ts9T5PCiWFca7lwtEncrPZkQT1D9JRPiDdZA..."
1780402927218,700,700,7.798,120.841,AE/OFF AF/OFF ,68874.491,"00000210|1780399565897|unHO3U4PDz5tDDkazICOGnpgFjcke1vkru0iCLVWFHpmfF5YcoQAUGCq7oYzBhLJaTg4KagXCsex92nAa69DmIyTK9e6aMyCt21ZvQQG37AaMRC9yBC8sFFgOGjZx1mIVSIoQo3sBDy28Ts9T5PCiWFca7lwtEncrPZkQT1D9JRPiDdZA..."
1780402927251,700,700,7.889,115.713,AE/OFF AF/OFF ,68070.331,"00000210|1780399565897|unHO3U4PDz5tDDkazICOGnpgFjcke1vkru0iCLVWFHpmfF5YcoQAUGCq7oYzBhLJaTg4KagXCsex92nAa69DmIyTK9e6aMyCt21ZvQQG37AaMRC9yBC8sFFgOGjZx1mIVSIoQo3sBDy28Ts9T5PCiWFca7lwtEncrPZkQT1D9JRPiDdZA..."
1780402927285,700,700,8.003,122.400,AE/OFF AF/OFF ,67060.696,"00000210|1780399565897|unHO3U4PDz5tDDkazICOGnpgFjcke1vkru0iCLVWFHpmfF5YcoQAUGCq7oYzBhLJaTg4KagXCsex92nAa69DmIyTK9e6aMyCt21ZvQQG37AaMRC9yBC8sFFgOGjZx1mIVSIoQo3sBDy28Ts9T5PCiWFca7lwtEncrPZkQT1D9JRPiDdZA..."
1780402927320,700,700,8.125,122.215,AE/OFF AF/OFF ,66903.093,"00000211|1780399566101|572EyvUjAi1w0BkcY1IAEpIJWezMNUrlGZJHgvdozlMcepCIg6LAXOPZB0htYY2IpPi3PS5FPmzZznqpalgpWUioVMQcR5sketg0mfrMupAEAlJCNj618L6Hyb3nZXqLSn1EjSEoHXdM4bt379HsSBbhBmP6ad6qyr5xjMNp4DP5eDrH2..."
1780402927352,700,700,8.267,121.336,AE/OFF AF/OFF ,66127.382,"00000211|1780399566101|572EyvUjAi1w0BkcY1IAEpIJWezMNUrlGZJHgvdozlMcepCIg6LAXOPZB0htYY2IpPi3PS5FPmzZznqpalgpWUioVMQcR5sketg0mfrMupAEAlJCNj618L6Hyb3nZXqLSn1EjSEoHXdM4bt379HsSBbhBmP6ad6qyr5xjMNp4DP5eDrH2..."
1780402927388,700,700,8.369,123.158,AE/OFF AF/OFF ,63369.914,"00000211|1780399566101|572EyvUjAi1w0BkcY1IAEpIJWezMNUrlGZJHgvdozlMcepCIg6LAXOPZB0htYY2IpPi3PS5FPmzZznqpalgpWUioVMQcR5sketg0mfrMupAEAlJCNj618L6Hyb3nZXqLSn1EjSEoHXdM4bt379HsSBbhBmP6ad6qyr5xjMNp4DP5eDrH2..."
1780402927420,700,700,8.445,125.346,AE/OFF AF/OFF ,61401.400,"00000211|1780399566101|572EyvUjAi1w0BkcY1IAEpIJWezMNUrlGZJHgvdozlMcepCIg6LAXOPZB0htYY2IpPi3PS5FPmzZznqpalgpWUioVMQcR5sketg0mfrMupAEAlJCNj618L6Hyb3nZXqLSn1EjSEoHXdM4bt379HsSBbhBmP6ad6qyr5xjMNp4DP5eDrH2..."
1780402927452,700,700,8.478,123.140,AE/OFF AF/OFF ,60330.865,"00000211|1780399566101|572EyvUjAi1w0BkcY1IAEpIJWezMNUrlGZJHgvdozlMcepCIg6LAXOPZB0htYY2IpPi3PS5FPmzZznqpalgpWUioVMQcR5sketg0mfrMupAEAlJCNj618L6Hyb3nZXqLSn1EjSEoHXdM4bt379HsSBbhBmP6ad6qyr5xjMNp4DP5eDrH2..."
1780402927486,700,700,7.216,118.898,AE/OFF AF/OFF ,60092.172,""
1780402927518,700,700,7.216,122.311,AE/OFF AF/OFF ,50106.191,""
1780402927551,700,700,8.507,119.692,AE/OFF AF/OFF ,59132.089,"00000212|1780399566303|YSyvpOCozFNNYYxOn2wZUSl2eznTXpCJKLYR7yn4qFdQcSsAJrC9OZXgr2QAnfkLBi7L0Q8KgIc72TDIBzN7d0VMM2iI218JJfJe2r424Nw5gK7opLvTgveRHF3Azxy3fSVKsy9MpImv7y5XvoPvZ5tRxpBlk4zewFFK7ZWAK5C1qXST8..."
1780402927587,700,700,8.544,119.920,AE/OFF AF/OFF ,57837.202,"00000212|1780399566303|YSyvpOCozFNNYYxOn2wZUSl2eznTXpCJKLYR7yn4qFdQcSsAJrC9OZXgr2QAnfkLBi7L0Q8KgIc72TDIBzN7d0VMM2iI218JJfJe2r424Nw5gK7opLvTgveRHF3Azxy3fSVKsy9MpImv7y5XvoPvZ5tRxpBlk4zewFFK7ZWAK5C1qXST8..."
1780402927619,700,700,8.580,120.459,AE/OFF AF/OFF ,56545.916,"00000212|1780399566303|YSyvpOCozFNNYYxOn2wZUSl2eznTXpCJKLYR7yn4qFdQcSsAJrC9OZXgr2QAnfkLBi7L0Q8KgIc72TDIBzN7d0VMM2iI218JJfJe2r424Nw5gK7opLvTgveRHF3Azxy3fSVKsy9MpImv7y5XvoPvZ5tRxpBlk4zewFFK7ZWAK5C1qXST8..."
1780402927654,700,700,8.620,119.559,AE/OFF AF/OFF ,54827.162,"00000212|1780399566303|YSyvpOCozFNNYYxOn2wZUSl2eznTXpCJKLYR7yn4qFdQcSsAJrC9OZXgr2QAnfkLBi7L0Q8KgIc72TDIBzN7d0VMM2iI218JJfJe2r424Nw5gK7opLvTgveRHF3Azxy3fSVKsy9MpImv7y5XvoPvZ5tRxpBlk4zewFFK7ZWAK5C1qXST8..."
1780402927687,700,700,8.675,119.250,AE/OFF AF/OFF ,52972.457,"00000212|1780399566303|YSyvpOCozFNNYYxOn2wZUSl2eznTXpCJKLYR7yn4qFdQcSsAJrC9OZXgr2QAnfkLBi7L0Q8KgIc72TDIBzN7d0VMM2iI218JJfJe2r424Nw5gK7opLvTgveRHF3Azxy3fSVKsy9MpImv7y5XvoPvZ5tRxpBlk4zewFFK7ZWAK5C1qXST8..."
1780402927719,700,700,7.216,115.675,AE/OFF AF/OFF ,47481.867,""
1780402927752,700,700,8.733,119.608,AE/OFF AF/OFF ,50515.639,"00000213|1780399566506|NbRJuSdj2cxMQEa1gnxX7osuyJwNsST2kyVnUIURvMwILIqqZYasG49gTcPWUcaAJA767HWaeXIOtM8RQSIeEcjbsEcZokpFDAliCMfwvB4mGsgiXmeF4EpTTHAjq7GCIi4BTUNQe8VRkmS8uY8Ta8MccW1W76SrYHplM1hYCiPvRNrtN..."
1780402927787,700,700,8.773,119.065,AE/OFF AF/OFF ,48916.474,"00000213|1780399566506|NbRJuSdj2cxMQEa1gnxX7osuyJwNsST2kyVnUIURvMwILIqqZYasG49gTcPWUcaAJA767HWaeXIOtM8RQSIeEcjbsEcZokpFDAliCMfwvB4mGsgiXmeF4EpTTHAjq7GCIi4BTUNQe8VRkmS8uY8Ta8MccW1W76SrYHplM1hYCiPvRNrtN..."
1780402927822,700,700,8.806,114.397,AE/OFF AF/OFF ,47833.032,"00000213|1780399566506|NbRJuSdj2cxMQEa1gnxX7osuyJwNsST2kyVnUIURvMwILIqqZYasG49gTcPWUcaAJA767HWaeXIOtM8RQSIeEcjbsEcZokpFDAliCMfwvB4mGsgiXmeF4EpTTHAjq7GCIi4BTUNQe8VRkmS8uY8Ta8MccW1W76SrYHplM1hYCiPvRNrtN..."
1780402927855,700,700,8.839,115.413,AE/OFF AF/OFF ,46756.056,"00000213|1780399566506|NbRJuSdj2cxMQEa1gnxX7osuyJwNsST2kyVnUIURvMwILIqqZYasG49gTcPWUcaAJA767HWaeXIOtM8RQSIeEcjbsEcZokpFDAliCMfwvB4mGsgiXmeF4EpTTHAjq7GCIi4BTUNQe8VRkmS8uY8Ta8MccW1W76SrYHplM1hYCiPvRNrtN..."
1780402927886,700,700,7.216,117.154,AE/OFF AF/OFF ,45214.524,""
1780402927919,700,700,7.216,114.912,AE/OFF AF/OFF ,43313.792,""
1780402927953,700,700,8.963,115.055,AE/OFF AF/OFF ,42912.219,"00000214|1780399566710|cYzUGVbjINopzxjyhoavYuIMbxqIVIsfuHyrnShxGtOJ8QN1otHN3jBKcLDseLyf2qvVxv3SIMouUW9RHmGm2JhPt7xVUMjr3hJAa85ZE7dPnEpZz6vmwweKkEez49ErB2IndSWHeSegTjgIyWQh2hCMLpqnW7wEJ3ylA3FxOqKk5qZgt..."
1780402927987,700,700,9.021,115.419,AE/OFF AF/OFF ,41960.943,"00000214|1780399566710|cYzUGVbjINopzxjyhoavYuIMbxqIVIsfuHyrnShxGtOJ8QN1otHN3jBKcLDseLyf2qvVxv3SIMouUW9RHmGm2JhPt7xVUMjr3hJAa85ZE7dPnEpZz6vmwweKkEez49ErB2IndSWHeSegTjgIyWQh2hCMLpqnW7wEJ3ylA3FxOqKk5qZgt..."
1780402928021,700,700,9.069,115.604,AE/OFF AF/OFF ,40790.421,"00000214|1780399566710|cYzUGVbjINopzxjyhoavYuIMbxqIVIsfuHyrnShxGtOJ8QN1otHN3jBKcLDseLyf2qvVxv3SIMouUW9RHmGm2JhPt7xVUMjr3hJAa85ZE7dPnEpZz6vmwweKkEez49ErB2IndSWHeSegTjgIyWQh2hCMLpqnW7wEJ3ylA3FxOqKk5qZgt..."
1780402928054,700,700,7.216,113.888,AE/OFF AF/OFF ,39651.588,""
1780402928088,700,700,7.216,120.228,AE/OFF AF/OFF ,38222.898,""
1780402928120,700,700,9.262,121.593,AE/OFF AF/OFF ,36657.333,"00000214|1780399566710|cYzUGVbjINopzxjyhoavYuIMbxqIVIsfuHyrnShxGtOJ8QN1otHN3jBKcLDseLyf2qvVxv3SIMouUW9RHmGm2JhPt7xVUMjr3hJAa85ZE7dPnEpZz6vmwweKkEez49ErB2IndSWHeSegTjgIyWQh2hCMLpqnW7wEJ3ylA3FxOqKk5qZgt..."
1780402928152,700,700,9.327,122.299,AE/OFF AF/OFF ,35349.021,"00000215|1780399566914|MYqm9p9109Iy5y8ImECmS1RDdUfcwhbnyQbxjjvfTGITckRvMtJIyIOVf64tryWZKh2hKmsGd0VwgKAYzJksayJNL3Tg2QJ55D8ZOsV9tBrIJ4QqXfH0wk7NjV2f7hWVaSan5KtTebDmj6rTjEEr49lLnPKrg4NAysSmFzjyqFgfN3N01..."
1780402928189,700,700,9.404,121.207,AE/OFF AF/OFF ,33999.128,"00000215|1780399566914|MYqm9p9109Iy5y8ImECmS1RDdUfcwhbnyQbxjjvfTGITckRvMtJIyIOVf64tryWZKh2hKmsGd0VwgKAYzJksayJNL3Tg2QJ55D8ZOsV9tBrIJ4QqXfH0wk7NjV2f7hWVaSan5KtTebDmj6rTjEEr49lLnPKrg4NAysSmFzjyqFgfN3N01..."
1780402928219,700,700,9.491,121.238,AE/OFF AF/OFF ,32484.343,"00000215|1780399566914|MYqm9p9109Iy5y8ImECmS1RDdUfcwhbnyQbxjjvfTGITckRvMtJIyIOVf64tryWZKh2hKmsGd0VwgKAYzJksayJNL3Tg2QJ55D8ZOsV9tBrIJ4QqXfH0wk7NjV2f7hWVaSan5KtTebDmj6rTjEEr49lLnPKrg4NAysSmFzjyqFgfN3N01..."
1780402928286,1080,1080,-1.000,-1.000,BUSY_DROP,-1.000,""
1780402928257,700,700,9.579,123.765,AE/OFF AF/OFF ,30797.506,"00000215|1780399566914|MYqm9p9109Iy5y8ImECmS1RDdUfcwhbnyQbxjjvfTGITckRvMtJIyIOVf64tryWZKh2hKmsGd0VwgKAYzJksayJNL3Tg2QJ55D8ZOsV9tBrIJ4QqXfH0wk7NjV2f7hWVaSan5KtTebDmj6rTjEEr49lLnPKrg4NAysSmFzjyqFgfN3N01..."
1780402928323,700,700,7.216,121.120,AE/OFF AF/OFF ,28335.658,""
1780402928355,700,700,9.834,122.639,AE/OFF AF/OFF ,27967.956,"00000216|1780399567118|qFCIZh7gyeAaTTqBExs6PJit5fiyqiqHgjabyzFH3NXQLMCH93gcRYvoJk8gdNJQL4GNosQ8GnGcOfvl5ZHoe0xWQDKshic2BPCcBrclF8GiCulFbgRwgH2ScTZcqebDVbyaruRVr25izEMf1fTiozmOmBS27K4YiGgm4A3MvMkKOlac6..."
1780402928388,700,700,7.216,124.951,AE/OFF AF/OFF ,27290.538,""
1780402928422,700,700,7.216,124.202,AE/OFF AF/OFF ,26658.290,""
1780402928455,700,700,9.965,124.070,AE/OFF AF/OFF ,26232.701,"00000216|1780399567118|qFCIZh7gyeAaTTqBExs6PJit5fiyqiqHgjabyzFH3NXQLMCH93gcRYvoJk8gdNJQL4GNosQ8GnGcOfvl5ZHoe0xWQDKshic2BPCcBrclF8GiCulFbgRwgH2ScTZcqebDVbyaruRVr25izEMf1fTiozmOmBS27K4YiGgm4A3MvMkKOlac6..."
1780402928487,700,700,7.216,123.923,AE/OFF AF/OFF ,25751.174,""
1780402928521,700,700,10.009,125.618,AE/OFF AF/OFF ,25220.958,"00000216|1780399567118|qFCIZh7gyeAaTTqBExs6PJit5fiyqiqHgjabyzFH3NXQLMCH93gcRYvoJk8gdNJQL4GNosQ8GnGcOfvl5ZHoe0xWQDKshic2BPCcBrclF8GiCulFbgRwgH2ScTZcqebDVbyaruRVr25izEMf1fTiozmOmBS27K4YiGgm4A3MvMkKOlac6..."
1780402928553,700,700,10.056,122.932,AE/OFF AF/OFF ,24213.769,"00000217|1780399567321|omMQEaKjSewwNPE7mxjewRXWFmEhcKykH9uJ6coKTUQNePp5J7VpcdBDo23sCCgXod128qhqYucpRNP9M8Zkq60OQVztPtDOjayux4NaVUof88zUe3ar9Qjtmy0WXXJjZPjTMV5DUDMTzwzjfvMvYCLBCc0EFGk7zgjxxvpBu10f83gCO..."
1780402928591,700,700,10.122,121.487,AE/OFF AF/OFF ,23688.932,"00000217|1780399567321|omMQEaKjSewwNPE7mxjewRXWFmEhcKykH9uJ6coKTUQNePp5J7VpcdBDo23sCCgXod128qhqYucpRNP9M8Zkq60OQVztPtDOjayux4NaVUof88zUe3ar9Qjtmy0WXXJjZPjTMV5DUDMTzwzjfvMvYCLBCc0EFGk7zgjxxvpBu10f83gCO..."
1780402928625,700,700,10.166,123.539,AE/OFF AF/OFF ,23439.560,"00000217|1780399567321|omMQEaKjSewwNPE7mxjewRXWFmEhcKykH9uJ6coKTUQNePp5J7VpcdBDo23sCCgXod128qhqYucpRNP9M8Zkq60OQVztPtDOjayux4NaVUof88zUe3ar9Qjtmy0WXXJjZPjTMV5DUDMTzwzjfvMvYCLBCc0EFGk7zgjxxvpBu10f83gCO..."
1780402928656,700,700,10.177,123.016,AE/OFF AF/OFF ,23093.446,"00000217|1780399567321|omMQEaKjSewwNPE7mxjewRXWFmEhcKykH9uJ6coKTUQNePp5J7VpcdBDo23sCCgXod128qhqYucpRNP9M8Zkq60OQVztPtDOjayux4NaVUof88zUe3ar9Qjtmy0WXXJjZPjTMV5DUDMTzwzjfvMvYCLBCc0EFGk7zgjxxvpBu10f83gCO..."
1780402928688,700,700,10.211,122.340,AE/OFF AF/OFF ,22899.764,"00000217|1780399567321|omMQEaKjSewwNPE7mxjewRXWFmEhcKykH9uJ6coKTUQNePp5J7VpcdBDo23sCCgXod128qhqYucpRNP9M8Zkq60OQVztPtDOjayux4NaVUof88zUe3ar9Qjtmy0WXXJjZPjTMV5DUDMTzwzjfvMvYCLBCc0EFGk7zgjxxvpBu10f83gCO..."
1780402928719,700,700,10.202,121.532,AE/OFF AF/OFF ,21305.442,"00000217|1780399567321|omMQEaKjSewwNPE7mxjewRXWFmEhcKykH9uJ6coKTUQNePp5J7VpcdBDo23sCCgXod128qhqYucpRNP9M8Zkq60OQVztPtDOjayux4NaVUof88zUe3ar9Qjtmy0WXXJjZPjTMV5DUDMTzwzjfvMvYCLBCc0EFGk7zgjxxvpBu10f83gCO..."
1780402928752,700,700,7.216,119.731,AE/OFF AF/OFF ,20728.094,""
1780402928787,700,700,10.090,124.302,AE/OFF AF/OFF ,22313.170,"00000218|1780399567525|4i9cGVOgBFWctn8Om61NoCbrcByCVN8k3cwLd57FTh9bgHuzj26QvGVCS6L0w1HidF0PEhZLZIX4cNuz7UotKsijqUBGxfXhwcvUC4gV6TwlRQJbxRXwU2Ou4PlzKYKJn5cqaTECx0lBlENjgZnR2hKUzs2Ba7m6JKaqC7RnZkR6eo62Y..."
1780402928822,700,700,10.025,121.936,AE/OFF AF/OFF ,23546.270,"00000218|1780399567525|4i9cGVOgBFWctn8Om61NoCbrcByCVN8k3cwLd57FTh9bgHuzj26QvGVCS6L0w1HidF0PEhZLZIX4cNuz7UotKsijqUBGxfXhwcvUC4gV6TwlRQJbxRXwU2Ou4PlzKYKJn5cqaTECx0lBlENjgZnR2hKUzs2Ba7m6JKaqC7RnZkR6eo62Y..."
1780402928853,700,700,9.932,124.319,AE/OFF AF/OFF ,23540.769,"00000218|1780399567525|4i9cGVOgBFWctn8Om61NoCbrcByCVN8k3cwLd57FTh9bgHuzj26QvGVCS6L0w1HidF0PEhZLZIX4cNuz7UotKsijqUBGxfXhwcvUC4gV6TwlRQJbxRXwU2Ou4PlzKYKJn5cqaTECx0lBlENjgZnR2hKUzs2Ba7m6JKaqC7RnZkR6eo62Y..."
1780402928887,700,700,7.216,126.855,AE/OFF AF/OFF ,23957.963,""
1780402928922,700,700,9.667,120.904,AE/OFF AF/OFF ,26867.931,"00000218|1780399567525|4i9cGVOgBFWctn8Om61NoCbrcByCVN8k3cwLd57FTh9bgHuzj26QvGVCS6L0w1HidF0PEhZLZIX4cNuz7UotKsijqUBGxfXhwcvUC4gV6TwlRQJbxRXwU2Ou4PlzKYKJn5cqaTECx0lBlENjgZnR2hKUzs2Ba7m6JKaqC7RnZkR6eo62Y..."
1780402928954,700,700,7.216,120.247,AE/OFF AF/OFF ,23984.462,""
1780402928987,700,700,9.355,123.379,AE/OFF AF/OFF ,32030.591,"00000219|1780399567728|ytCtyE3AVUBXTIFGTZIxMFmgDSq41m3qWowqJbcU2KCwUrlcaEGWtgKhaHlaBU4kmJu8ObhqJn9tbQGsHom5tXVnCyOM8LDsSlUqDAik28veiRfxMv79re6b3pxiN3XqyEpyVK6RXwRzGLPyqBpCQ1DoclRIgiUxXJHWqam91gaAurt4V..."
1780402929020,700,700,9.218,122.708,AE/OFF AF/OFF ,32794.881,"00000219|1780399567728|ytCtyE3AVUBXTIFGTZIxMFmgDSq41m3qWowqJbcU2KCwUrlcaEGWtgKhaHlaBU4kmJu8ObhqJn9tbQGsHom5tXVnCyOM8LDsSlUqDAik28veiRfxMv79re6b3pxiN3XqyEpyVK6RXwRzGLPyqBpCQ1DoclRIgiUxXJHWqam91gaAurt4V..."
1780402929054,700,700,7.216,122.676,AE/OFF AF/OFF ,28523.248,""
1780402929088,700,700,7.216,123.396,AE/OFF AF/OFF ,25713.227,""
1780402929120,700,700,9.247,123.823,AE/OFF AF/OFF ,26800.747,"00000219|1780399567728|ytCtyE3AVUBXTIFGTZIxMFmgDSq41m3qWowqJbcU2KCwUrlcaEGWtgKhaHlaBU4kmJu8ObhqJn9tbQGsHom5tXVnCyOM8LDsSlUqDAik28veiRfxMv79re6b3pxiN3XqyEpyVK6RXwRzGLPyqBpCQ1DoclRIgiUxXJHWqam91gaAurt4V..."
1780402929152,700,700,9.390,117.755,AE/OFF AF/OFF ,29617.827,"00000220|1780399567931|Rh3Kf9XWl6s0emeDVpQ4AlxvY3sGGqC3RZdgcBQhOZT3K8KylQswaOOmrK0GtalgFcmvqMM1buza9bhan7OVoWEe4pCa5vBGallunbvaevYBlQH1qrdh7oBt1OEnFJvF7tsK18RWJuzZ9y6J67ONZHBdT4gs03HIEmqGCKIr78zlM7vtV..."
